Lagerplats	Typ	Detalj	Clearing	X-koordinat	Y-koordinat	Timestamp	Multi	Sekvens	Checksiffra	"Visa saldo"	Påfyllning	"Max pall"	"Påfyllnings offset"	"Auto plac"	Klassificering	"Farligt gods"	Dimension
LD44025	B	H		0	0	"2024-12-19 08:30:17"	N	0	900	N	N	1	4				
LD44026	B	H		0	0	"2024-12-19 08:30:17"	N	0	434	N	N	1	4				
LD44031	P	G		0	0	"2024-12-19 08:05:35"	N	0	611	N	Y	1	4				
LD44032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	160	N	Y	1	4				
LD44033	B	H		0	0	"2024-12-19 08:30:17"	N	0	749	N	N	1	4				
LD44034	B	H		0	0	"2024-12-19 08:30:17"	N	0	99	N	N	1	4				
LD44035	B	H		0	0	"2024-12-19 08:30:17"	N	0	995	N	N	1	4				
LD44036	B	H		0	0	"2024-12-19 08:30:17"	N	0	394	N	N	1	4				
LD45011	P	G		0	0	"2024-12-19 08:05:35"	N	0	584	N	Y	1	4				
LD45012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	259	N	Y	1	4				
LD45013	B	H		0	0	"2024-12-19 08:30:17"	N	0	102	N	N	1	4				
LD45014	B	H		0	0	"2024-12-19 08:30:17"	N	0	884	N	N	1	4				
LD45015	B	H		0	0	"2024-12-19 08:30:17"	N	0	566	N	N	1	4				
LD45016	B	H		0	0	"2024-12-19 08:30:17"	N	0	493	N	N	1	4				
LD45021	P	G		0	0	"2024-12-19 08:05:35"	N	0	531	N	Y	1	4				
LD45022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	303	N	Y	1	4				
LD45023	B	H		0	0	"2024-12-19 08:30:17"	N	0	866	N	N	1	4				
LD45024	B	H		0	0	"2024-12-19 08:30:17"	N	0	421	N	N	1	4				
LD45025	B	H		0	0	"2024-12-19 08:30:17"	N	0	332	N	N	1	4				
LD45026	B	H		0	0	"2024-12-19 08:30:17"	N	0	812	N	N	1	4				
LD45031	P	G		0	0	"2024-12-19 08:05:35"	N	0	491	N	Y	1	4				
LD45032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	288	N	Y	1	4				
LD45033	B	H		0	0	"2024-12-19 08:30:17"	N	0	333	N	N	1	4				
LD45034	B	H		0	0	"2024-12-19 08:30:17"	N	0	464	N	N	1	4				
LD45035	B	H		0	0	"2024-12-19 08:30:17"	N	0	238	N	N	1	4				
LD45036	B	H		0	0	"2024-12-19 08:30:17"	N	0	743	N	N	1	4				
LD46011	P	G		0	0	"2024-12-19 08:05:35"	N	0	374	N	Y	1	4				
LD46012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	200	N	Y	1	4				
LD46013	B	H		0	0	"2024-12-19 08:30:17"	N	0	4	N	N	1	4				
LD46014	B	H		0	0	"2024-12-19 08:30:17"	N	0	552	N	N	1	4				
LD46015	B	H		0	0	"2024-12-19 08:30:17"	N	0	769	N	N	1	4				
LD46016	B	H		0	0	"2024-12-19 08:30:17"	N	0	449	N	N	1	4				
LD46021	P	G		0	0	"2024-12-19 08:05:35"	N	0	405	N	Y	1	4				
LD46022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	149	N	Y	1	4				
LD46023	B	H		0	0	"2024-12-19 08:30:17"	N	0	199	N	N	1	4				
LD46024	B	H		0	0	"2024-12-19 08:30:17"	N	0	686	N	N	1	4				
LD46025	B	H		0	0	"2024-12-19 08:30:17"	N	0	114	N	N	1	4				
LD46026	B	H		0	0	"2024-12-19 08:30:17"	N	0	536	N	N	1	4				
LD46031	P	G		0	0	"2024-12-19 08:05:35"	N	0	556	N	Y	1	4				
LD46032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	59	N	Y	1	4				
LD46033	B	H		0	0	"2024-12-19 08:30:17"	N	0	149	N	N	1	4				
LD46034	B	H		0	0	"2024-12-19 08:30:17"	N	0	72	N	N	1	4				
LD46035	B	H		0	0	"2024-12-19 08:30:17"	N	0	735	N	N	1	4				
LD46036	B	H		0	0	"2024-12-19 08:30:17"	N	0	196	N	N	1	4				
LD47011	P	G		0	0	"2024-12-19 08:05:35"	N	0	635	N	Y	1	4				
LD47012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	187	N	Y	1	4				
LD47013	B	H		0	0	"2024-12-19 08:30:17"	N	0	30	N	N	1	4				
LD47014	B	H		0	0	"2024-12-19 08:30:17"	N	0	197	N	N	1	4				
LD47015	B	H		0	0	"2024-12-19 08:30:17"	N	0	209	N	N	1	4				
LD47016	B	H		0	0	"2024-12-19 08:30:17"	N	0	741	N	N	1	4				
LD47021	P	G		0	0	"2024-12-19 08:05:35"	N	0	440	N	Y	1	4				
LD47022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	49	N	Y	1	4				
LD47023	B	H		0	0	"2024-12-19 08:30:17"	N	0	205	N	N	1	4				
LD47024	B	H		0	0	"2024-12-19 08:30:17"	N	0	542	N	N	1	4				
LD47025	B	H		0	0	"2024-12-19 08:30:17"	N	0	133	N	N	1	4				
LD47026	B	H		0	0	"2024-12-19 08:30:17"	N	0	256	N	N	1	4				
LD47031	P	G		0	0	"2024-12-19 08:05:35"	N	0	481	N	Y	1	4				
LD47032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	56	N	Y	1	4				
LD47033	B	H		0	0	"2024-12-19 08:30:17"	N	0	171	N	N	1	4				
LD47034	B	H		0	0	"2024-12-19 08:30:17"	N	0	448	N	N	1	4				
LD47035	B	H		0	0	"2024-12-19 08:30:17"	N	0	453	N	N	1	4				
LD47036	B	H		0	0	"2024-12-19 08:30:17"	N	0	822	N	N	1	4				
LD48011	P	G		0	0	"2024-12-19 08:05:35"	N	0	617	N	Y	1	4				
LD48012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	101	N	Y	1	4				
LD48013	B	H		0	0	"2024-12-19 08:30:17"	N	0	393	N	N	1	4				
LD48014	B	H		0	0	"2024-12-19 08:30:17"	N	0	889	N	N	1	4				
LD48015	B	H		0	0	"2024-12-19 08:30:17"	N	0	325	N	N	1	4				
LD48016	B	H		0	0	"2024-12-19 08:30:17"	N	0	317	N	N	1	4				
LD48021	P	G		0	0	"2024-12-19 08:05:35"	N	0	591	N	Y	1	4				
LD48022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	328	N	Y	1	4				
LD48023	B	H		0	0	"2024-12-19 08:30:17"	N	0	181	N	N	1	4				
LD48024	B	H		0	0	"2024-12-19 08:30:17"	N	0	942	N	N	1	4				
LD48025	B	H		0	0	"2024-12-19 08:30:17"	N	0	962	N	N	1	4				
LD48026	B	H		0	0	"2024-12-19 08:30:17"	N	0	323	N	N	1	4				
LD48031	P	G		0	0	"2024-12-19 08:05:35"	N	0	399	N	Y	1	4				
LD48032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	6	N	Y	1	4				
LD48033	B	H		0	0	"2024-12-19 08:30:17"	N	0	106	N	N	1	4				
LD48034	B	H		0	0	"2024-12-19 08:30:17"	N	0	810	N	N	1	4				
LD48035	B	H		0	0	"2024-12-19 08:30:17"	N	0	978	N	N	1	4				
LD48036	B	H		0	0	"2024-12-19 08:30:17"	N	0	348	N	N	1	4				
LD49011	P	G		0	0	"2024-12-19 08:05:35"	N	0	373	N	Y	1	4				
LD49012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	41	N	Y	1	4				
LD49013	B	H		0	0	"2024-12-19 08:30:17"	N	0	829	N	N	1	4				
LD49014	B	H		0	0	"2024-12-19 08:30:17"	N	0	767	N	N	1	4				
LD49015	B	H		0	0	"2024-12-19 08:30:17"	N	0	118	N	N	1	4				
LD49016	B	H		0	0	"2024-12-19 08:30:17"	N	0	427	N	N	1	4				
LD49021	P	G		0	0	"2024-12-19 08:05:35"	N	0	598	N	Y	1	4				
LD49022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	194	N	Y	1	4				
LD49023	B	H		0	0	"2024-12-19 08:30:17"	N	0	731	N	N	1	4				
LD49024	B	H		0	0	"2024-12-19 08:30:17"	N	0	5	N	N	1	4				
LD49025	B	H		0	0	"2024-12-19 08:30:17"	N	0	791	N	N	1	4				
LD49026	B	H		0	0	"2024-12-19 08:30:17"	N	0	532	N	N	1	4				
LD49031	P	G		0	0	"2024-12-19 08:05:35"	N	0	628	N	Y	1	4				
LD49032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	246	N	Y	1	4				
LD49033	B	H		0	0	"2024-12-19 08:30:17"	N	0	274	N	N	1	4				
LD49034	B	H		0	0	"2024-12-19 08:30:17"	N	0	462	N	N	1	4				
LD49035	B	H		0	0	"2024-12-19 08:30:17"	N	0	829	N	N	1	4				
LD49036	B	H		0	0	"2024-12-19 08:30:17"	N	0	797	N	N	1	4				
LD50011	P	G		0	0	"2024-12-19 08:05:35"	N	0	473	N	Y	1	4				
LD50012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	254	N	Y	1	4				
LD50013	B	H		0	0	"2024-12-19 08:30:17"	N	0	46	N	N	1	4				
LD50014	B	H		0	0	"2024-12-19 08:30:17"	N	0	376	N	N	1	4				
LD50015	B	H		0	0	"2024-12-19 08:30:17"	N	0	735	N	N	1	4				
LD50016	B	H		0	0	"2024-12-19 08:30:17"	N	0	619	N	N	1	4				
LD50021	P	G		0	0	"2024-12-19 08:05:35"	N	0	654	N	Y	1	4				
LD50022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	255	N	Y	1	4				
LD50023	B	H		0	0	"2024-12-19 08:30:17"	N	0	262	N	N	1	4				
LD50024	B	H		0	0	"2024-12-19 08:30:17"	N	0	623	N	N	1	4				
LD50025	B	H		0	0	"2024-12-19 08:30:17"	N	0	695	N	N	1	4				
LD50026	B	H		0	0	"2024-12-19 08:30:17"	N	0	244	N	N	1	4				
LD50031	P	G		0	0	"2024-12-19 08:05:35"	N	0	492	N	Y	1	4				
LD50032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	292	N	Y	1	4				
LD50033	B	H		0	0	"2024-12-19 08:30:17"	N	0	933	N	N	1	4				
LD50034	B	H		0	0	"2024-12-19 08:30:17"	N	0	348	N	N	1	4				
LD50035	B	H		0	0	"2024-12-19 08:30:17"	N	0	350	N	N	1	4				
LD50036	B	H		0	0	"2024-12-19 08:30:17"	N	0	575	N	N	1	4				
LE03011	P	G		0	0	"2024-12-19 08:05:35"	N	0	973	N	Y	1	4				
LE03012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	473	N	Y	1	4				
LE03013	B	H		0	0	"2024-12-19 08:30:17"	N	0	148	N	N	1	4				
LE03014	B	H		0	0	"2024-12-19 08:30:17"	N	0	679	N	N	1	4				
LE03015	B	H		0	0	"2024-12-19 08:30:17"	N	0	277	N	N	1	4				
LE03016	B	H		0	0	"2024-12-19 08:30:17"	N	0	688	N	N	1	4				
LE03021	P	G		0	0	"2024-12-19 08:05:35"	N	0	835	N	Y	1	4				
LE03022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	341	N	Y	1	4				
LE03023	B	H		0	0	"2024-12-19 08:30:17"	N	0	661	N	N	1	4				
LE03024	B	H		0	0	"2024-12-19 08:30:17"	N	0	772	N	N	1	4				
LE03025	B	H		0	0	"2024-12-19 08:30:17"	N	0	851	N	N	1	4				
LE03026	B	H		0	0	"2024-12-19 08:30:17"	N	0	979	N	N	1	4				
LE03031	P	G		0	0	"2024-12-19 08:05:35"	N	0	755	N	Y	1	4				
LE03032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	657	N	Y	1	4				
LE03033	B	H		0	0	"2024-12-19 08:30:17"	N	0	942	N	N	1	4				
LE03034	B	H		0	0	"2024-12-19 08:30:17"	N	0	64	N	N	1	4				
LE03035	B	H		0	0	"2024-12-19 08:30:17"	N	0	27	N	N	1	4				
LE03036	B	H		0	0	"2024-12-19 08:30:17"	N	0	321	N	N	1	4				
LE04011	P	G		0	0	"2024-12-19 08:05:35"	N	0	697	N	Y	1	4				
LE04012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	554	N	Y	1	4				
LE04013	B	H		0	0	"2024-12-19 08:30:17"	N	0	527	N	N	1	4				
LE04014	B	H		0	0	"2024-12-19 08:30:17"	N	0	246	N	N	1	4				
LE04015	B	H		0	0	"2024-12-19 08:30:17"	N	0	986	N	N	1	4				
LE04016	B	H		0	0	"2024-12-19 08:30:17"	N	0	728	N	N	1	4				
LE04021	P	G		0	0	"2024-12-19 08:05:35"	N	0	800	N	Y	1	4				
LE04022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	477	N	Y	1	4				
LE04023	B	H		0	0	"2024-12-19 08:30:17"	N	0	984	N	N	1	4				
LE04024	B	H		0	0	"2024-12-19 08:30:17"	N	0	665	N	N	1	4				
LE04025	B	H		0	0	"2024-12-19 08:30:17"	N	0	769	N	N	1	4				
LE04026	B	H		0	0	"2024-12-19 08:30:17"	N	0	521	N	N	1	4				
LE04031	P	G		0	0	"2024-12-19 08:05:35"	N	0	898	N	Y	1	4				
LE04032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	561	N	Y	1	4				
LE04033	B	H		0	0	"2024-12-19 08:30:17"	N	0	440	N	N	1	4				
LE04034	B	H		0	0	"2024-12-19 08:30:17"	N	0	120	N	N	1	4				
LE04035	B	H		0	0	"2024-12-19 08:30:17"	N	0	614	N	N	1	4				
LE04036	B	H		0	0	"2024-12-19 08:30:17"	N	0	504	N	N	1	4				
LE05011	P	G		0	0	"2024-12-19 08:05:35"	N	0	712	N	Y	1	4				
LE05012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	663	N	Y	1	4				
LE05013	B	H		0	0	"2024-12-19 08:30:17"	N	0	442	N	N	1	4				
LE05014	B	H		0	0	"2024-12-19 08:30:17"	N	0	743	N	N	1	4				
LE05015	B	H		0	0	"2024-12-19 08:30:17"	N	0	903	N	N	1	4				
LE05016	B	H		0	0	"2024-12-19 08:30:17"	N	0	229	N	N	1	4				
LE05021	P	G		0	0	"2024-12-19 08:05:35"	N	0	974	N	Y	1	4				
LE05022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	637	N	Y	1	4				
LE05023	B	H		0	0	"2024-12-19 08:30:17"	N	0	311	N	N	1	4				
LE05024	B	H		0	0	"2024-12-19 08:30:17"	N	0	372	N	N	1	4				
LE05025	B	H		0	0	"2024-12-19 08:30:17"	N	0	7	N	N	1	4				
LE05026	B	H		0	0	"2024-12-19 08:30:17"	N	0	306	N	N	1	4				
LE05031	P	G		0	0	"2024-12-19 08:05:35"	N	0	919	N	Y	1	4				
LE05032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	355	N	Y	1	4				
LE05033	B	H		0	0	"2024-12-19 08:30:17"	N	0	576	N	N	1	4				
LE05034	B	H		0	0	"2024-12-19 08:30:17"	N	0	585	N	N	1	4				
LE05035	B	H		0	0	"2024-12-19 08:30:17"	N	0	141	N	N	1	4				
LE05036	B	H		0	0	"2024-12-19 08:30:17"	N	0	133	N	N	1	4				
LE06011	P	G		0	0	"2024-12-19 08:05:35"	N	0	785	N	Y	1	4				
LE06012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	617	N	Y	1	4				
LE06013	B	H		0	0	"2024-12-19 08:30:17"	N	0	551	N	N	1	4				
LE06014	B	H		0	0	"2024-12-19 08:30:17"	N	0	703	N	N	1	4				
LE06015	B	H		0	0	"2024-12-19 08:30:17"	N	0	524	N	N	1	4				
LE06016	B	H		0	0	"2024-12-19 08:30:17"	N	0	966	N	N	1	4				
LE06021	P	G		0	0	"2024-12-19 08:05:35"	N	0	995	N	Y	1	4				
LE06022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	401	N	Y	1	4				
LE06023	B	H		0	0	"2024-12-19 08:30:17"	N	0	95	N	N	1	4				
LE06024	B	H		0	0	"2024-12-19 08:30:17"	N	0	928	N	N	1	4				
LE06025	B	H		0	0	"2024-12-19 08:30:17"	N	0	640	N	N	1	4				
LE06026	B	H		0	0	"2024-12-19 08:30:17"	N	0	684	N	N	1	4				
LE06031	P	G		0	0	"2024-12-19 08:05:35"	N	0	870	N	Y	1	4				
LE06032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	536	N	Y	1	4				
LE06033	B	H		0	0	"2024-12-19 08:30:17"	N	0	967	N	N	1	4				
LE06034	B	H		0	0	"2024-12-19 08:30:17"	N	0	344	N	N	1	4				
LE06035	B	H		0	0	"2024-12-19 08:30:17"	N	0	609	N	N	1	4				
LE06036	B	H		0	0	"2024-12-19 08:30:17"	N	0	426	N	N	1	4				
LE07011	P	G		0	0	"2024-12-19 08:05:35"	N	0	856	N	Y	1	4				
LE07012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	442	N	Y	1	4				
LE07013	B	H		0	0	"2024-12-19 08:30:17"	N	0	5	N	N	1	4				
LE07014	B	H		0	0	"2024-12-19 08:30:17"	N	0	894	N	N	1	4				
LE07015	B	H		0	0	"2024-12-19 08:30:17"	N	0	607	N	N	1	4				
LE07016	B	H		0	0	"2024-12-19 08:30:17"	N	0	763	N	N	1	4				
LE07021	P	G		0	0	"2024-12-19 08:05:35"	N	0	674	N	Y	1	4				
LE07022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	550	N	Y	1	4				
LE07023	B	H		0	0	"2024-12-19 08:30:17"	N	0	782	N	N	1	4				
LE07024	B	H		0	0	"2024-12-19 08:30:17"	N	0	427	N	N	1	4				
LE07025	B	H		0	0	"2024-12-19 08:30:17"	N	0	279	N	N	1	4				
LE07026	B	H		0	0	"2024-12-19 08:30:17"	N	0	230	N	N	1	4				
LE07031	P	G		0	0	"2024-12-19 08:05:35"	N	0	983	N	Y	1	4				
LE07032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	378	N	Y	1	4				
LE07033	B	H		0	0	"2024-12-19 08:30:17"	N	0	397	N	N	1	4				
LE07034	B	H		0	0	"2024-12-19 08:30:17"	N	0	655	N	N	1	4				
LE07035	B	H		0	0	"2024-12-19 08:30:17"	N	0	360	N	N	1	4				
LE07036	B	H		0	0	"2024-12-19 08:30:17"	N	0	342	N	N	1	4				
LE08011	P	G		0	0	"2024-12-19 08:05:35"	N	0	923	N	Y	1	4				
LE08012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	535	N	Y	1	4				
LE08013	B	H		0	0	"2024-12-19 08:30:17"	N	0	997	N	N	1	4				
LE08014	B	H		0	0	"2024-12-19 08:30:17"	N	0	188	N	N	1	4				
LE08015	B	H		0	0	"2024-12-19 08:30:17"	N	0	848	N	N	1	4				
LE08016	B	H		0	0	"2024-12-19 08:30:17"	N	0	946	N	N	1	4				
LE08021	P	G		0	0	"2024-12-19 08:05:35"	N	0	867	N	Y	1	4				
LE08022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	665	N	Y	1	4				
LE08023	B	H		0	0	"2024-12-19 08:30:17"	N	0	949	N	N	1	4				
LE08024	B	H		0	0	"2024-12-19 08:30:17"	N	0	484	N	N	1	4				
LE08025	B	H		0	0	"2024-12-19 08:30:17"	N	0	28	N	N	1	4				
LE08026	B	H		0	0	"2024-12-19 08:30:17"	N	0	760	N	N	1	4				
LE08031	P	G		0	0	"2024-12-19 08:05:35"	N	0	748	N	Y	1	4				
LE08032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	514	N	Y	1	4				
LE08033	B	H		0	0	"2024-12-19 08:30:17"	N	0	825	N	N	1	4				
LE08034	B	H		0	0	"2024-12-19 08:30:17"	N	0	916	N	N	1	4				
LE08035	B	H		0	0	"2024-12-19 08:30:17"	N	0	928	N	N	1	4				
LE08036	B	H		0	0	"2024-12-19 08:30:17"	N	0	833	N	N	1	4				
LE09011	P	G		0	0	"2024-12-19 08:05:35"	N	0	932	N	Y	1	4				
LE09012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	457	N	Y	1	4				
LE09013	B	H		0	0	"2024-12-19 08:30:17"	N	0	577	N	N	1	4				
LE09014	B	H		0	0	"2024-12-19 08:30:17"	N	0	405	N	N	1	4				
LE09015	B	H		0	0	"2024-12-19 08:30:17"	N	0	726	N	N	1	4				
LE09016	B	H		0	0	"2024-12-19 08:30:17"	N	0	868	N	N	1	4				
LE09021	P	G		0	0	"2024-12-19 08:05:35"	N	0	706	N	Y	1	4				
LE09022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	632	N	Y	1	4				
LE09023	B	H		0	0	"2024-12-19 08:30:17"	N	0	430	N	N	1	4				
LE09024	B	H		0	0	"2024-12-19 08:30:17"	N	0	216	N	N	1	4				
LE09025	B	H		0	0	"2024-12-19 08:30:17"	N	0	541	N	N	1	4				
LE09026	B	H		0	0	"2024-12-19 08:30:17"	N	0	646	N	N	1	4				
LE09031	P	G		0	0	"2024-12-19 08:05:35"	N	0	817	N	Y	1	4				
LE09032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	491	N	Y	1	4				
LE09033	B	H		0	0	"2024-12-19 08:30:17"	N	0	745	N	N	1	4				
LE09034	B	H		0	0	"2024-12-19 08:30:17"	N	0	809	N	N	1	4				
LE09035	B	H		0	0	"2024-12-19 08:30:17"	N	0	174	N	N	1	4				
LE09036	B	H		0	0	"2024-12-19 08:30:17"	N	0	913	N	N	1	4				
LE10011	P	G		0	0	"2024-12-19 08:05:35"	N	0	668	N	Y	1	4				
LE10012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	519	N	Y	1	4				
LE10013	B	H		0	0	"2024-12-19 08:30:17"	N	0	697	N	N	1	4				
LE10014	B	H		0	0	"2024-12-19 08:30:17"	N	0	93	N	N	1	4				
LE10015	B	H		0	0	"2024-12-19 08:30:17"	N	0	609	N	N	1	4				
LE10016	B	H		0	0	"2024-12-19 08:30:17"	N	0	245	N	N	1	4				
LE10021	P	G		0	0	"2024-12-19 08:05:35"	N	0	976	N	Y	1	4				
LE10022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	609	N	Y	1	4				
LE10023	B	H		0	0	"2024-12-19 08:30:17"	N	0	809	N	N	1	4				
LE10024	B	H		0	0	"2024-12-19 08:30:17"	N	0	435	N	N	1	4				
LE10025	B	H		0	0	"2024-12-19 08:30:17"	N	0	35	N	N	1	4				
LE10026	B	H		0	0	"2024-12-19 08:30:17"	N	0	188	N	N	1	4				
LE10031	P	G		0	0	"2024-12-19 08:05:35"	N	0	944	N	Y	1	4				
LE10032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	349	N	Y	1	4				
LE10033	B	H		0	0	"2024-12-19 08:30:17"	N	0	763	N	N	1	4				
LE10034	B	H		0	0	"2024-12-19 08:30:17"	N	0	307	N	N	1	4				
LE10035	B	H		0	0	"2024-12-19 08:30:17"	N	0	784	N	N	1	4				
LE10036	B	H		0	0	"2024-12-19 08:30:17"	N	0	202	N	N	1	4				
LE11011	P	G		0	0	"2024-12-19 08:05:35"	N	0	812	N	Y	1	4				
LE11012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	516	N	Y	1	4				
LE11013	B	H		0	0	"2024-12-19 08:30:17"	N	0	910	N	N	1	4				
LE11014	B	H		0	0	"2024-12-19 08:30:17"	N	0	370	N	N	1	4				
LE11015	B	H		0	0	"2024-12-19 08:30:17"	N	0	204	N	N	1	4				
LE11016	B	H		0	0	"2024-12-19 08:30:17"	N	0	536	N	N	1	4				
LE11021	P	G		0	0	"2024-12-19 08:05:35"	N	0	849	N	Y	1	4				
LE11022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	342	N	Y	1	4				
LE11023	B	H		0	0	"2024-12-19 08:30:17"	N	0	72	N	N	1	4				
LE11024	B	H		0	0	"2024-12-19 08:30:17"	N	0	90	N	N	1	4				
LE11025	B	H		0	0	"2024-12-19 08:30:17"	N	0	708	N	N	1	4				
LE11026	B	H		0	0	"2024-12-19 08:30:17"	N	0	167	N	N	1	4				
LE11031	P	G		0	0	"2024-12-19 08:05:35"	N	0	754	N	Y	1	4				
LE11032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	403	N	Y	1	4				
LE11033	B	H		0	0	"2024-12-19 08:30:17"	N	0	18	N	N	1	4				
LE11034	B	H		0	0	"2024-12-19 08:30:17"	N	0	563	N	N	1	4				
LE11035	B	H		0	0	"2024-12-19 08:30:17"	N	0	670	N	N	1	4				
LE11036	B	H		0	0	"2024-12-19 08:30:17"	N	0	636	N	N	1	4				
LE12011	P	G		0	0	"2024-12-19 08:05:35"	N	0	787	N	Y	1	4				
LE12012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	505	N	Y	1	4				
LE12013	B	H		0	0	"2024-12-19 08:30:17"	N	0	934	N	N	1	4				
LE12014	B	H		0	0	"2024-12-19 08:30:17"	N	0	705	N	N	1	4				
LE12015	B	H		0	0	"2024-12-19 08:30:17"	N	0	615	N	N	1	4				
LE12016	B	H		0	0	"2024-12-19 08:30:17"	N	0	663	N	N	1	4				
LE12021	P	G		0	0	"2024-12-19 08:05:35"	N	0	695	N	Y	1	4				
LE12022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	585	N	Y	1	4				
LE12023	B	H		0	0	"2024-12-19 08:30:17"	N	0	21	N	N	1	4				
LE12024	B	H		0	0	"2024-12-19 08:30:17"	N	0	811	N	N	1	4				
LE12025	B	H		0	0	"2024-12-19 08:30:17"	N	0	70	N	N	1	4				
LE12026	B	H		0	0	"2024-12-19 08:30:17"	N	0	605	N	N	1	4				
LE12031	P	G		0	0	"2024-12-19 08:05:35"	N	0	971	N	Y	1	4				
LE12032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	418	N	Y	1	4				
LE12033	B	H		0	0	"2024-12-19 08:30:17"	N	0	759	N	N	1	4				
LE12034	B	H		0	0	"2024-12-19 08:30:17"	N	0	312	N	N	1	4				
LE12035	B	H		0	0	"2024-12-19 08:30:17"	N	0	799	N	N	1	4				
LE12036	B	H		0	0	"2024-12-19 08:30:17"	N	0	169	N	N	1	4				
LE13011	P	G		0	0	"2024-12-19 08:05:35"	N	0	918	N	Y	1	4				
LE13012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	611	N	Y	1	4				
LE13013	B	H		0	0	"2024-12-19 08:30:17"	N	0	204	N	N	1	4				
LE13014	B	H		0	0	"2024-12-19 08:30:17"	N	0	871	N	N	1	4				
LE13015	B	H		0	0	"2024-12-19 08:30:17"	N	0	747	N	N	1	4				
LE13016	B	H		0	0	"2024-12-19 08:30:17"	N	0	386	N	N	1	4				
LE13021	P	G		0	0	"2024-12-19 08:05:35"	N	0	703	N	Y	1	4				
LE13022A	P	H		0	0	"2024-12-19 08:05:35"	N	0	532	N	Y	1	4				
LE13023	B	H		0	0	"2024-12-19 08:30:17"	N	0	612	N	N	1	4				
LE13024	B	H		0	0	"2024-12-19 08:30:17"	N	0	403	N	N	1	4				
LE13025	B	H		0	0	"2024-12-19 08:30:17"	N	0	702	N	N	1	4				
LE13026	B	H		0	0	"2024-12-19 08:30:17"	N	0	569	N	N	1	4				
LE13031	P	G		0	0	"2024-12-19 08:05:35"	N	0	869	N	Y	1	4				
LE13032A	P	H		0	0	"2024-12-19 08:05:35"	N	0	366	N	Y	1	4				
LE13033	B	H		0	0	"2024-12-19 08:30:17"	N	0	804	N	N	1	4				
LE13034	B	H		0	0	"2024-12-19 08:30:17"	N	0	723	N	N	1	4				
LE13035	B	H		0	0	"2024-12-19 08:30:17"	N	0	100	N	N	1	4				
LE13036	B	H		0	0	"2024-12-19 08:30:17"	N	0	688	N	N	1	4				
LE14011	P	G		0	0	"2024-12-19 08:05:35"	N	0	844	N	Y	1	4				
LE14012A	P	H		0	0	"2024-12-19 08:05:35"	N	0	559	N	Y	1	4				
LE14013	B	H		0	0	"2024-12-19 08:30:17"	N	0	271	N	N	1	4				
LE14014	B	H		0	0	"2024-12-19 08:30:17"	N	0	119	N	N	1	4				
LE14015	B	H		0	0	"2024-12-19 08:30:17"	N	0	81	N	N	1	4				
