"Dimension Id"	Beskrivning	Längd	Bredd	Höjd
118734		"32,5"	"28,5"	15
118735		6	"18,5"	4
118736		30	"18,5"	"33,5"
118737		"20,2"	9	"1,2"
118738		23	16	4
118739		22	15	"1,5"
118740		86	33	51
118741		50	45	35
118742		21	20	8
118743		10	2	"19,5"
118744		"3,5"	"1,2"	"23,5"
118745		"0,7"	"23,5"	"8,5"
118746		20	15	15
118747		72	30	23
118748		102	43	17
118749		"10,4"	"2,5"	"26,2"
118750		15	27	17
118751		"42,6"	"6,5"	"2,8"
118752		45	"24,5"	"2,5"
118753		17	9	"2,6"
118754		"21,5"	16	6
118755		"13,8"	"6,5"	"0,3"
118756		17	11	"1,5"
118757		10	3	29
118758		18	"29,5"	15
118759		"3,5"	"0,5"	23
118760		29	26	"8,5"
118761		28	28	7
118762		"20,2"	11	5
118763		"4,6"	"7,6"	"7,6"
118764		"28,6"	"8,5"	"14,8"
118765		46	19	17
118766		37	27	16
118767		"28,1"	11	"18,1"
118768		"2,3"	"9,8"	"16,5"
118769		44	26	28
118770		11	26	"9,3"
118771		"25,5"	12	6
118772		59	"7,5"	5
118773		26	"15,5"	17
118774		13	6	6
118775		120	80	78
118776		40	40	23
118777		"39,5"	"39,5"	3
118778		41	13	3
118779		49	14	"1,5"
118780		28	16	12
118781		"16,3"	"6,5"	"11,5"
118782		12	6	6
118783		31	"6,5"	"12,5"
118784		31	14	13
118785		"29,5"	"29,5"	"13,5"
118786		21	13	20
118787		25	16	"2,5"
118788		"13,8"	"6,5"	"1,8"
118789		"23,4"	"6,5"	"3,5"
118790		"21,5"	"16,5"	"7,5"
118791		20	"17,5"	2
118792		30	20	4
118793		"1,2"	"1,2"	100
118794		"35,5"	"28,5"	"11,5"
118795		"37,5"	"37,5"	"17,5"
118796		"26,5"	"30,5"	33
118797		29	8	"25,2"
118798		34	14	"21,5"
118799		23	"38,5"	"53,7"
118800		"43,5"	"8,1"	7
118801		41	"14,8"	"45,2"
118802		9	30	30
118803		"21,5"	12	3
118804		22	11	"0,2"
118805		120	"89,7"	"117,9"
118806		"53,7"	38	"34,7"
118807		13	13	88
118808		5	16	10
118809		"14,4"	"14,4"	"4,8"
118810		"92,5"	"15,5"	13
118811		22	19	5
118812		21	"15,5"	11
118813		12	"3,4"	30
118814		32	44	10
118815		16	"19,4"	"5,3"
118816		17	17	26
118817		"3,5"	"10,7"	"16,8"
118818		30	"38,5"	21
118819		80	120	133
118820		14	"22,6"	"6,5"
118821		"6,8"	"4,2"	"5,8"
118822		40	60	"59,9"
118823		23	17	10
118824		47	"1,3"	"7,3"
118825		"50,5"	"22,4"	8
118826		35	30	"0,5"
118827		"19,5"	19	4
118828		21	21	13
118829		28	"25,5"	"3,5"
118830		29	26	19
118831		50	16	16
118832		186	79	75
118833		186	"25,5"	"4,3"
118834		17	"6,5"	"0,1"
118835		23	17	"0,6"
118836		"3,5"	1	"25,5"
118837		9	26	"6,3"
118838		128	6	6
118839		125	4	4
118840		33	12	"2,8"
118841		"33,5"	"15,2"	"6,5"
118842		33	15	25
118843		"47,4"	"23,2"	"20,8"
118844		52	11	7
118845		55	27	"12,5"
118846		29	24	21
118847		30	30	4
118848		100	12	12
118849		"13,8"	9	"3,8"
118850		5	11	"8,5"
118851		27	18	12
118852		"160,9"	5	3
118853		"161,8"	"15,5"	"7,2"
118854		51	"3,5"	"1,8"
118855		"8,5"	"3,5"	"15,5"
118856		"91,2"	"76,2"	"37,2"
118857		120	80	206
118858		44	33	"16,5"
118859		120	80	210
118860		"48,5"	16	25
118861		79	36	"32,5"
118862		21	"17,5"	6
118863		21	16	24
118864		23	5	5
118865		"26,7"	"10,5"	3
118866		5	11	28
118867		"33,6"	"22,6"	30
118868		"2,5"	1	19
118869		2	20	21
118870		12	"6,5"	"2,5"
118871		27	24	13
118872		"32,3"	"26,5"	"20,8"
118873		"13,8"	"7,5"	"1,5"
118874		120	107	"102,5"
118875		"59,5"	"33,5"	"20,5"
118876		"2,2"	"8,5"	"17,4"
118877		7	22	27
118878		"5,2"	"3,1"	26
118879		19	"14,5"	"2,5"
118880		35	22	60
118881		"20,5"	"34,5"	6
118882		"2,5"	17	27
118883		120	80	"107,5"
118884		"9,5"	"4,8"	"4,8"
118885		125	19	13
118886		125	"19,5"	26
118887		140	80	113
118888		"45,5"	16	"8,5"
118889		7	3	"34,5"
118890		"4,6"	"8,9"	"19,3"
118891		42	27	20
118892		36	24	18
118893		14	7	18
118894		26	22	13
118895		16	5	22
118896		31	48	19
118897		18	"15,5"	"9,5"
118898		"40,2"	19	12
118899		"35,2"	14	4
118900		"25,5"	11	3
118901		"26,5"	"22,5"	"13,5"
118902		54	38	24
118903		"3,5"	11	24
118904		"3,4"	"8,5"	"15,4"
118905		"0,2"	"6,5"	12
118906		44	"35,5"	"12,5"
118907		45	"36,5"	"26,5"
118908		25	20	"4,5"
118909		"23,4"	9	"3,5"
118910		49	14	20
118911		"47,5"	12	4
118912		"61,6"	"33,1"	3
118913		29	27	"20,5"
118914		9	"1,5"	18
118915		"16,5"	"21,5"	7
118916		17	9	"3,8"
118917		"4,9"	"4,9"	"23,3"
118918		"35,4"	"35,4"	10
118919		17	9	15
118920		17	9	3
118921		"46,5"	30	40
118922		"45,5"	"5,4"	"37,8"
118923		"16,5"	"22,5"	"6,5"
118924		28	"17,5"	25
118925		3	25	20
118926		61	"10,3"	"1,9"
118927		"64,5"	"12,5"	"4,5"
118928		"36,5"	22	16
118929		9	"32,5"	"39,5"
118930		"19,5"	"2,3"	"2,3"
118931		40	60	"104,2"
118932		"25,5"	"33,5"	37
118933		"7,3"	11	"15,5"
118934		"23,5"	"31,5"	17
118935		"3,3"	"14,2"	"14,2"
118936		"22,1"	"40,8"	"18,7"
118937		45	42	113
118938		131	23	19
118939		132	23	32
118940		140	80	112
118941		"13,2"	"4,3"	"21,7"
118942		120	107	109
118943		75	"39,5"	50
118944		24	26	100
118945		"7,5"	"1,5"	"13,7"
118946		120	107	"29,2"
118947		"31,8"	28	14
118948		41	"35,5"	"24,5"
118949		22	17	4
118950		"1,6"	"3,5"	200
118951		24	"3,5"	200
118952		"22,5"	11	14
118953		"4,5"	11	6
118954		"33,7"	"3,7"	"0,2"
118955		"20,1"	6	2
118956		23	21	"2,5"
118957		25	13	"15,5"
118958		5	13	"15,5"
118959		20	"22,5"	"31,7"
118960		62	45	"35,5"
118961		"44,5"	34	30
118962		20	13	20
118963		"38,5"	"35,5"	13
118964		13	9	5
118965		"28,9"	"25,5"	"9,8"
118966		87	8	32
118967		19	"14,7"	1
118968		19	"14,7"	"5,3"
118969		16	"15,5"	5
118970		53	37	24
118971		"48,5"	"21,5"	"6,5"
118972		"1,2"	17	20
118973		"25,5"	"18,5"	10
118974		40	"22,5"	"4,8"
118975		38	22	3
118976		38	15	10
118977		76	30	20
118978		53	7	7
118979		35	21	28
118980		23	55	15
118981		24	"1,5"	"3,7"
118982		24	"7,8"	"4,2"
118983		37	50	24
118984		"15,5"	"8,7"	"21,8"
118985		"203,5"	6	"0,5"
118986		"203,5"	6	"2,5"
118987		"203,5"	3	"0,8"
118988		"203,5"	3	4
118989		"23,4"	9	"4,4"
118990		21	21	3
118991		30	24	"44,5"
118992		"15,5"	"15,5"	6
118993		"13,5"	9	"3,9"
118994		40	16	37
118995		"29,5"	18	"9,5"
118996		"1,2"	17	27
118997		"16,5"	"18,5"	7
118998		21	22	"6,5"
118999		22	11	"2,5"
119000		"13,4"	"9,6"	"2,6"
119001		17	22	"6,5"
119002		"7,5"	"7,5"	"17,7"
119003		"31,3"	"8,5"	17
119004		"13,5"	"14,5"	"5,5"
119005		"12,5"	"12,5"	"0,1"
119006		"20,2"	9	"0,4"
119007		"29,5"	20	2
119008		64	12	"8,4"
119009		64	"32,5"	14
119010		240	"16,5"	2
119011		"16,5"	"241,5"	"6,8"
119012		36	18	15
119013		36	18	"2,5"
119014		22	25	3
119015		120	80	"15,3"
119016		"20,2"	9	"1,3"
119017		"15,5"	"7,5"	3
119018		14	"7,5"	7
119019		7	3	30
119020		21	23	2
119021		16	"9,5"	"2,5"
119022		"29,5"	"54,5"	42
119023		120	85	137
119024		38	51	13
119025		"22,5"	"18,5"	"0,5"
119026		35	27	20
119027		"20,2"	11	4
119028		40	48	60
119029		120	"79,5"	"182,5"
119030		"19,3"	"19,3"	42
119031		"43,5"	"10,5"	7
119032		53	"15,5"	45
119033		"181,2"	"30,9"	"6,5"
119034		180	30	"1,9"
119035		"183,3"	"125,5"	"92,3"
119036		"61,6"	"43,2"	3
119037		120	107	"77,4"
119038		61	"12,5"	15
119039		"59,8"	"11,5"	"4,8"
119040		17	"9,5"	2
119041		"1,2"	"3,7"	"51,4"
119042		17	45	"26,6"
119043		"220,8"	20	10
119044		"220,8"	103	89
119045		70	60	57
119046		24	36	32
119047		15	15	"1,8"
119048		102	"7,8"	5
119049		"5,6"	"0,8"	"6,5"
119050		13	"11,5"	"19,5"
119051		120	80	"119,9"
119052		"14,2"	"47,8"	"21,1"
119053		"63,5"	"32,2"	"4,9"
119054		"33,5"	26	40
119055		"16,5"	7	7
119056		53	"12,5"	2
119057		"63,2"	"6,5"	"1,4"
119058		40	"30,2"	16
119059		18	"7,6"	"1,3"
119060		"11,5"	"11,5"	6
119061		21	29	29
119062		64	15	46
119063		120	90	110
119064		"203,5"	4	5
119065		"203,5"	4	1
119066		"13,8"	"6,5"	"1,6"
119067		"23,5"	19	4
119068		46	20	10
119069		"44,5"	"4,5"	"4,5"
119070		"28,5"	18	8
119071		17	"15,5"	"3,5"
119072		"13,8"	"6,5"	"0,8"
119073		8	11	13
119074		"26,3"	"18,1"	"25,6"
119075		63	43	28
119076		39	"18,5"	25
119077		31	"14,5"	"6,5"
119078		"9,1"	"3,8"	27
119079		120	107	"80,3"
119080		39	"29,1"	16
119081		120	"87,5"	"124,1"
119082		61	44	"54,3"
119083		23	17	"2,5"
119084		"72,5"	30	32
119085		"17,5"	10	"4,5"
119086		122	107	100
119087		"52,7"	"42,7"	"18,5"
119088		53	"43,7"	39
119089		"8,8"	27	"8,3"
119090		5	1	26
119091		"97,8"	"6,8"	"6,8"
119092		120	100	120
119093		119	98	"43,5"
119094		32	100	6
119095		"21,7"	"14,4"	3
119096		47	30	11
119097		15	13	28
119098		18	18	"0,2"
119099		"6,5"	"8,5"	"10,5"
119100		"13,5"	"14,5"	9
119101		120	80	"111,5"
119102		"23,8"	"9,2"	"11,5"
119103		"10,5"	22	"1,9"
119104		"55,2"	"9,7"	"5,8"
119105		21	"19,2"	"56,9"
119106		"112,8"	"6,8"	"6,8"
119107		"2,3"	14	"23,4"
119108		60	36	45
119109		"17,5"	11	"4,5"
119110		"17,5"	11	"0,9"
119111		"26,6"	"42,6"	"10,4"
119112		8	"1,8"	12
119113		"9,8"	"12,7"	"8,4"
119114		37	16	29
119115		"28,8"	"23,6"	5
119116		"23,4"	11	5
119117		"23,4"	11	"1,9"
119118		25	22	4
119119		"26,5"	21	"14,5"
119120		"17,5"	"31,5"	22
119121		6	"16,5"	"17,8"
119122		"31,5"	50	37
119123		43	18	43
119124		18	13	"17,8"
119125		"103,5"	5	"0,6"
119126		"103,5"	5	3
119127		"103,5"	"3,5"	"3,5"
119128		"103,5"	"17,5"	"3,5"
119129		"19,7"	"10,5"	"3,3"
119130		"29,5"	13	9
119131		22	"14,5"	2
119132		35	27	40
119133		37	29	"39,5"
119134		25	"24,5"	"9,5"
119135		23	23	"0,6"
119136		"2,5"	5	24
119137		"26,5"	"10,5"	"7,5"
119138		"79,5"	18	61
119139		"61,6"	"40,1"	"23,4"
119140		120	80	226
119141		75	"7,3"	"7,3"
119142		"10,6"	"16,2"	"28,3"
119143		"6,2"	"5,5"	27
119144		32	41	"47,5"
119145		"44,5"	"6,5"	"3,1"
119146		"34,5"	"20,5"	8
119147		"6,6"	"6,6"	"33,2"
119148		29	"22,5"	35
119149		120	80	159
119150		30	23	15
119151		7	14	16
119152		38	26	16
119153		21	8	8
119154		28	21	"24,5"
119155		"6,6"	"6,6"	"23,9"
119156		13	"10,5"	"19,5"
119157		"32,8"	"27,3"	"20,8"
119158		"240,5"	81	29
119159		"2,5"	"1,6"	"239,6"
119160		"239,6"	"8,6"	"2,1"
119161		"28,3"	"14,3"	"12,6"
119162		"13,4"	"4,3"	"11,2"
119163		120	80	"115,2"
119164		"14,5"	"19,5"	"19,5"
119165		"4,2"	8	29
119166		35	25	24
119167		23	8	17
119168		19	25	10
119169		"23,5"	5	5
119170		22	16	24
119171		"22,5"	15	3
119172		"10,9"	"2,5"	"61,5"
119173		120	80	"55,7"
119174		"62,8"	"13,7"	"11,3"
119175		"25,5"	25	26
119176		31	"20,5"	"6,5"
119177		20	6	6
119178		90	25	"1,9"
119179		120	"92,6"	"87,6"
119180		"92,2"	"25,6"	12
119181		"21,5"	8	25
119182		120	80	"116,8"
119183		"42,3"	"22,3"	"25,6"
119184		50	40	30
119185		"49,5"	"39,5"	5
119186		20	20	22
119187		"2,6"	17	27
119188		27	17	"8,6"
119189		"13,8"	"6,5"	240
119190		122	30	"4,4"
119191		122	30	"1,1"
119192		120	65	70
119193		"29,8"	"6,5"	"1,6"
119194		37	18	"2,5"
119195		27	"30,5"	42
119196		29	"10,2"	"25,3"
119197		"34,5"	"6,5"	"6,5"
119198		28	21	36
119199		"6,8"	"3,7"	"3,7"
119200		55	"22,5"	"4,8"
119201		53	22	3
119202		"88,5"	31	"12,5"
119203		13	13	87
119204		"21,5"	"14,5"	7
119205		"31,9"	"18,5"	4
119206		32	20	"15,5"
119207		"2,5"	"3,7"	34
119208		"40,8"	"30,8"	"39,6"
119209		6	15	13
119210		"17,5"	"21,5"	4
119211		"8,3"	"16,2"	"27,5"
119212		"4,8"	"5,6"	27
119213		5	"22,8"	20
119214		"22,9"	"25,4"	"24,3"
119215		29	14	"2,5"
119216		31	26	29
119217		30	12	"5,2"
119218		70	"22,5"	"4,8"
119219		68	22	3
119220		103	25	19
119221		"6,5"	22	18
119222		17	9	20
119223		20	12	5
119224		"21,5"	21	12
119225		29	20	2
119226		"23,4"	9	"3,2"
119227		30	18	17
119228		"20,2"	"6,5"	2
119229		"20,2"	"6,5"	20
119230		"43,5"	43	24
119231		"20,5"	7	"20,5"
119232		20	"5,5"	"1,5"
119233		6	22	8
119234		"32,5"	"15,5"	"19,5"
119235		"18,2"	"20,3"	"15,4"
119236		"1,3"	"16,7"	"9,5"
119237		"24,2"	"22,7"	"11,5"
119238		"35,5"	"25,9"	25
119239		61	33	9
119240		19	9	"0,6"
119241		24	16	2
119242		17	"6,5"	"0,5"
119243		22	20	1
119244		"22,5"	21	"19,5"
119245		26	21	21
119246		"38,3"	"41,4"	"7,8"
119247		20	15	"0,1"
119248		27	22	4
119249		18	"22,5"	"6,5"
119250		12	17	17
119251		30	25	3
119252		31	25	"11,5"
119253		"14,4"	"9,4"	"2,6"
119254		"31,5"	3	3
119255		"16,6"	"6,9"	"6,9"
119256		25	18	20
119257		29	29	4
119258		"24,5"	"24,5"	"4,5"
119259		18	21	3
119260		"23,1"	11	"4,2"
119261		17	21	7
119262		17	21	"6,5"
119263		"32,3"	"22,7"	"29,1"
119264		22	"15,8"	"13,8"
119265		120	80	"101,6"
119266		"11,5"	"11,5"	"14,2"
119267		19	"17,5"	4
119268		5	15	18
119269		"25,5"	15	18
119270		39	32	80
119271		128	80	94
119272		17	"6,5"	"1,8"
119273		17	18	"3,5"
119274		49	"13,5"	20
119275		46	12	4
119276		29	"25,5"	29
119277		10	"4,5"	3
119278		48	15	20
119279		"15,3"	"15,3"	"18,2"
119280		37	14	32
119281		62	"43,5"	25
119282		"63,2"	9	"2,6"
119283		17	17	3
119284		"23,5"	13	12
119285		24	22	4
119286		"20,2"	"6,5"	"2,5"
119287		22	20	"4,5"
119288		20	10	"6,5"
119289		14	"5,5"	"1,5"
119290		17	"18,5"	3
119291		17	10	"3,8"
119292		"32,5"	18	"11,5"
119293		17	"6,5"	"1,3"
119294		21	13	4
119295		91	16	16
119296		"13,8"	"6,5"	10
119297		30	26	23
119298		26	"14,3"	"4,8"
119299		8	"20,2"	11
119300		80	"20,2"	11
119301		"6,5"	"4,2"	6
119302		29	25	"24,5"
119303		"14,5"	15	"1,5"
119304		17	9	"1,7"
119305		"26,5"	"21,5"	3
119306		"4,4"	9	"23,4"
119307		"18,5"	20	2
119308		"13,8"	"6,5"	"2,3"
119309		120	80	"105,9"
119310		"42,6"	"17,1"	"30,5"
119311		"16,5"	7	29
119312		"59,8"	"26,7"	"4,8"
119313		62	28	25
119314		120	107	67
119315		39	29	"38,5"
119316		120	80	"115,5"
119317		"19,7"	15	1
119318		"15,5"	15	"6,5"
119319		26	23	8
119320		37	19	32
119321		"17,5"	"17,5"	6
119322		33	"16,5"	10
119323		"125,8"	"3,2"	"3,6"
119324		"125,8"	"107,5"	32
119325		"125,3"	1	"3,2"
119326		"13,8"	"6,5"	"0,1"
119327		"15,5"	8	2
119328		37	25	"3,5"
119329		"35,5"	27	18
119330		"42,6"	9	"3,5"
119331		17	11	"1,9"
119332		25	21	3
119333		"64,6"	"11,8"	"1,5"
119334		"66,2"	"22,8"	16
119335		"11,5"	12	2
119336		23	12	8
119337		"14,5"	6	"7,5"
119338		13	"11,5"	"7,5"
119339		19	"5,5"	"1,5"
119340		19	"18,5"	23
119341		20	15	"3,5"
119342		"14,9"	"11,9"	"3,8"
119343		"14,9"	"11,9"	"0,7"
119344		20	16	5
119345		"21,5"	"17,5"	"6,5"
119346		"50,5"	17	17
119347		"13,5"	16	"16,5"
119348		38	32	16
119349		"15,3"	"7,5"	"7,5"
119350		30	16	6
119351		28	"5,5"	"1,5"
119352		15	8	"2,5"
119353		7	7	1
119354		28	20	4
119355		26	23	"6,5"
119356		"13,8"	"6,5"	"1,3"
119357		27	10	7
119358		27	10	"1,4"
119359		"6,3"	"24,8"	"19,5"
119360		"21,5"	"2,3"	"2,3"
119361		40	27	21
119362		19	4	"18,8"
119363		31	"23,5"	"16,5"
119364		"7,3"	"7,3"	"15,9"
119365		"37,5"	"26,5"	"14,5"
119366		"35,4"	"6,5"	2
119367		45	"30,5"	48
119368		18	"15,5"	"2,5"
119369		"20,2"	"6,5"	"0,5"
119370		47	30	41
119371		38	"16,5"	"14,5"
119372		23	14	2
119373		16	"16,5"	3
119374		"79,4"	"35,1"	"26,6"
119375		"25,1"	"33,6"	"23,9"
119376		"3,5"	9	"23,4"
119377		"42,8"	"13,7"	"11,3"
119378		"10,9"	"2,5"	"41,5"
119379		120	80	"55,3"
119380		120	"107,5"	28
119381		"64,9"	"3,2"	"3,6"
119382		"64,4"	1	"3,2"
119383		"19,4"	"17,9"	64
119384		52	11	11
119385		"11,2"	6	8
119386		26	24	19
119387		120	107	110
119388		21	18	"2,5"
119389		"27,5"	21	2
119390		24	"27,5"	"6,5"
119391		25	25	6
119392		"3,5"	"6,5"	17
119393		"55,5"	54	2
119394		56	"10,6"	"55,3"
119395		"42,6"	"6,5"	2
119396		42	17	13
119397		38	"13,5"	4
119398		83	27	27
119399		"43,4"	"2,2"	"10,8"
119400		"44,5"	"17,5"	"19,5"
119401		120	107	75
119402		30	13	"3,5"
119403		"33,7"	"2,2"	"14,1"
119404		120	107	65
119405		35	"20,5"	13
119406		22	17	"5,5"
119407		38	35	"27,5"
119408		"10,5"	6	28
119409		34	27	"7,3"
119410		43	26	18
119411		23	22	3
119412		19	"7,5"	7
119413		18	9	"2,2"
119414		4	"8,5"	"8,5"
119415		44	"40,5"	23
119416		42	"9,5"	10
119417		216	"108,3"	29
119418		32	"22,4"	26
119419		"15,4"	"10,4"	"23,7"
119420		"19,4"	"17,9"	65
119421		"91,5"	"30,7"	10
119422		90	30	"1,9"
119423		"125,5"	"93,5"	"87,5"
119424		30	30	"1,5"
119425		10	2	17
119426		120	107	51
119427		"31,5"	22	"15,5"
119428		20	30	3
119429		"39,3"	"31,1"	"31,3"
119430		"18,7"	"14,6"	"17,4"
119431		122	"101,5"	87
119432		"7,5"	"1,8"	"13,7"
119433		40	"16,5"	"18,5"
119434		"11,5"	19	22
119435		"24,5"	"39,5"	24
119436		80	120	173
119437		9	9	"0,1"
119438		12	"11,5"	"2,8"
119439		94	"17,5"	5
119440		97	20	27
119441		36	19	32
119442		"17,5"	16	4
119443		17	"6,5"	"1,1"
119444		26	20	4
119445		27	"3,6"	"3,6"
119446		22	"15,5"	"2,5"
119447		80	"71,5"	50
119448		"34,5"	26	"10,5"
119449		13	7	8
119450		"29,6"	"26,5"	11
119451		"103,5"	3	3
119452		"103,5"	3	15
119453		5	"3,5"	20
119454		"22,8"	"11,5"	"24,3"
119455		40	30	"22,5"
119456		3	19	"36,5"
119457		"10,9"	"2,5"	"51,5"
119458		"52,8"	"13,7"	"11,3"
119459		38	11	10
119460		25	23	13
119461		"13,2"	"3,5"	2
119462		"13,2"	"3,5"	"2,3"
119463		47	"65,5"	42
119464		64	39	"15,5"
119465		"27,3"	"22,7"	"22,9"
119466		"8,6"	"5,4"	"22,6"
119467		120	80	"106,8"
119468		"103,5"	2	4
119469		"103,5"	2	"0,8"
119470		81	119	"262,5"
119471		81	119	"87,5"
119472		35	22	10
119473		44	32	32
119474		92	"41,5"	"4,9"
119475		121	88	"78,2"
119476		"24,5"	9	"6,5"
119477		"14,5"	"14,5"	"4,8"
119478		"16,5"	"1,6"	"1,6"
119479		"27,5"	19	7
119480		40	21	"4,7"
119481		22	"7,5"	"4,7"
119482		7	"3,5"	"3,5"
119483		120	81	29
119484		"32,7"	44	"10,1"
119485		"32,5"	"44,5"	35
119486		40	23	7
119487		4	13	10
119488		33	26	27
119489		"23,4"	14	"2,5"
119490		"23,4"	14	"12,5"
119491		"32,5"	46	32
119492		"7,4"	"15,5"	22
119493		60	43	13
119494		25	35	30
119495		"23,5"	"23,5"	"2,5"
119496		25	25	32
119497		"17,5"	"9,5"	"1,5"
119498		20	10	"9,5"
119499		20	12	25
119500		20	"26,5"	30
119501		"2,5"	"3,6"	34
119502		"18,5"	19	"1,5"
119503		"29,5"	"9,5"	7
119504		"1,5"	9	"27,5"
119505		39	"16,5"	"7,5"
119506		"3,2"	30	4
119507		"1,6"	"0,3"	22
119508		22	"6,5"	8
119509		"61,5"	5	"2,5"
119510		"62,5"	"12,3"	"12,3"
119511		124	80	"112,8"
119512		"4,5"	"11,3"	16
119513		24	24	14
119514		"54,5"	"39,5"	31
119515		38	"27,9"	"10,1"
119516		"8,5"	"4,5"	"15,5"
119517		44	"16,8"	"10,6"
119518		"25,5"	"18,5"	"19,5"
119519		"4,9"	"4,9"	23
119520		23	16	24
119521		16	16	15
119522		"40,5"	"16,5"	36
119523		"11,9"	"11,9"	"34,8"
119524		"14,5"	"14,5"	10
119525		24	24	11
119526		24	24	6
119527		23	13	29
119528		40	30	46
119529		120	"79,5"	"198,5"
119530		38	29	6
119531		2	19	25
119532		"7,5"	1	"19,5"
119533		"31,5"	"26,5"	30
119534		26	11	5
119535		"39,5"	30	"21,5"
119536		"8,8"	"7,5"	40
119537		13	22	41
119538		"33,5"	"29,5"	16
119539		30	28	"2,5"
119540		"23,4"	"6,5"	2
119541		41	"19,5"	12
119542		36	"14,5"	4
119543		10	22	26
119544		"12,6"	"21,6"	32
119545		36	13	8
119546		72	26	16
119547		"30,5"	"29,5"	"3,5"
119548		31	19	"31,5"
119549		"19,8"	"8,4"	"17,6"
119550		"7,5"	"2,4"	15
119551		120	"110,5"	33
119552		8	"4,2"	"6,5"
119553		29	25	29
119554		19	10	2
119555		"32,5"	"11,5"	6
119556		"22,2"	"21,7"	"14,9"
119557		"5,1"	"10,5"	16
119558		33	"2,2"	"6,4"
119559		120	80	"115,6"
119560		"35,5"	"27,5"	"9,2"
119561		35	"23,5"	51
119562		11	22	"24,5"
119563		80	120	168
119564		120	110	100
119565		110	"26,5"	"26,5"
119566		60	80	3
119567		115	65	85
119568		"28,5"	"20,5"	"4,5"
119569		"23,5"	"13,5"	"11,5"
119570		17	19	12
119571		34	38	120
119572		23	"16,5"	12
119573		"15,5"	"7,5"	9
119574		"20,3"	"16,3"	"29,3"
119575		"42,8"	"34,8"	"31,3"
119576		"102,8"	"6,8"	"6,8"
119577		17	"11,5"	6
119578		"13,8"	11	"3,5"
119579		39	36	21
119580		31	"15,5"	"6,5"
119581		21	18	12
119582		113	48	10
119583		"37,5"	"8,3"	5
119584		39	"17,5"	8
119585		32	26	"29,5"
119586		75	8	8
119587		59	"77,5"	106
119588		"70,8"	"15,5"	"7,2"
119589		"69,9"	5	3
119590		20	19	"4,5"
119591		21	"22,5"	"1,5"
119592		"13,8"	"6,5"	"3,5"
119593		"16,5"	"10,7"	"6,5"
119594		27	13	"11,4"
119595		"17,5"	16	26
119596		"22,5"	11	"3,5"
119597		"18,6"	"14,6"	11
119598		115	65	58
119599		"63,5"	"45,5"	3
119600		18	16	2
119601		"20,2"	"6,5"	"1,8"
119602		24	20	3
119603		"91,2"	"50,4"	"6,5"
119604		"90,2"	"49,4"	"1,3"
119605		22	21	2
119606		"13,8"	"6,5"	"2,7"
119607		120	107	"48,1"
119608		"60,2"	"39,1"	"6,8"
119609		80	60	"102,5"
119610		18	3	"26,5"
119611		32	26	29
119612		"61,3"	"44,2"	"10,5"
119613		"62,8"	"32,4"	"45,5"
119614		"126,4"	"103,5"	"108,5"
119615		168	44	"9,5"
119616		49	54	24
119617		80	120	177
119618		"48,5"	"13,5"	"19,5"
119619		"19,5"	22	2
119620		38	35	25
119621		"23,4"	9	"1,6"
119622		"23,4"	9	16
119623		22	21	21
119624		20	"19,5"	"5,2"
119625		30	24	"1,2"
119626		30	24	6
119627		24	"16,5"	"22,5"
119628		33	33	11
119629		33	33	6
119630		26	22	4
119631		34	28	46
119632		33	23	8
119633		"40,9"	31	"36,6"
119634		25	15	"3,5"
119635		26	15	5
119636		"23,4"	"6,5"	4
119637		53	40	15
119638		"16,5"	"221,5"	"6,8"
119639		220	"16,5"	2
119640		"44,5"	12	"15,5"
119641		"45,5"	25	63
119642		120	107	82
119643		"8,2"	45	"26,6"
119644		"11,5"	"11,5"	"0,1"
119645		18	18	4
119646		"21,5"	"16,5"	"6,5"
119647		17	9	"3,6"
119648		21	16	12
119649		32	20	6
119650		13	18	20
119651		12	17	2
119652		75	4	7
119653		34	"6,5"	23
119654		"11,5"	"6,5"	"6,5"
119655		"18,3"	"14,4"	"0,2"
119656		"18,3"	"14,4"	1
119657		"0,8"	"6,2"	22
119658		"26,5"	7	"3,5"
119659		29	28	20
119660		"23,4"	9	"3,8"
119661		52	40	25
119662		"8,5"	"8,5"	"11,1"
119663		18	18	12
119664		"203,5"	4	"0,2"
119665		"61,5"	"43,5"	"24,5"
119666		"59,5"	"10,5"	"4,5"
119667		"27,3"	"21,3"	"21,1"
119668		"55,6"	"23,6"	"43,8"
119669		16	8	7
119670		23	17	"1,5"
119671		"9,7"	"9,7"	"3,5"
119672		31	"21,5"	"21,5"
119673		"61,3"	"41,5"	"4,9"
119674		126	"86,7"	"77,5"
119675		"23,4"	11	"3,5"
119676		24	"16,5"	"7,5"
119677		"119,5"	100	116
119678		22	22	100
119679		"16,4"	"2,1"	"2,8"
119680		"51,5"	26	"21,5"
119681		58	38	40
119682		27	"9,5"	"6,3"
119683		"46,8"	56	"18,5"
119684		"39,4"	"57,1"	"49,1"
119685		"6,5"	"6,5"	"23,6"
119686		"20,5"	"13,8"	"21,6"
119687		"4,1"	"4,1"	"16,6"
119688		"21,4"	"9,1"	"18,8"
119689		17	14	"4,5"
119690		"18,5"	36	"21,5"
119691		17	17	4
119692		21	"19,5"	"1,5"
119693		"18,5"	17	4
119694		"54,6"	"24,6"	"23,7"
119695		9	24	"22,5"
119696		120	80	"106,9"
119697		"27,5"	10	4
119698		30	14	"8,5"
