"Dimension Id"	Beskrivning	Längd	Bredd	Höjd
117771		"38,5"	29	"22,5"
117772		5	"1,5"	19
117773		12	20	7
117774		15	"7,6"	"7,6"
117775		9	"6,5"	"5,5"
117776		"90,2"	"30,5"	"1,4"
117777		124	107	"81,5"
117778		"91,2"	"31,6"	"6,5"
117779		60	"4,8"	"4,8"
117780		14	6	"0,2"
117781		"27,5"	13	6
117782		24	25	"11,5"
117783		"5,5"	10	23
117784		23	"53,4"	31
117785		"62,1"	"32,1"	"4,7"
117786		"60,7"	"30,5"	"1,4"
117787		123	80	"80,7"
117788		80	60	"99,8"
117789		19	12	29
117790		5	4	5
117791		"17,3"	"12,2"	"1,8"
117792		"27,4"	"17,4"	"12,5"
117793		"90,7"	"33,9"	"13,6"
117794		"90,2"	"33,7"	"9,6"
117795		"124,2"	109	108
117796		76	11	3
117797		"3,8"	"33,8"	111
117798		120	80	"177,5"
117799		"12,5"	34	120
117800		13	"6,5"	"2,5"
117801		"16,9"	"8,5"	"4,8"
117802		54	42	18
117803		"6,5"	11	28
117804		"34,2"	"22,6"	29
117805		"10,5"	1	"57,5"
117806		58	12	5
117807		9	"18,5"	114
117808		"29,3"	"26,6"	"19,5"
117809		28	"25,3"	"3,5"
117810		"25,2"	"1,2"	"27,5"
117811		20	16	"112,5"
117812		12	"8,5"	"10,5"
117813		120	80	"0,2"
117814		"25,2"	"12,3"	"2,5"
117815		29	14	19
117816		6	"34,5"	"34,5"
117817		70	19	18
117818		"67,5"	3	"13,5"
117819		"17,1"	"17,1"	"38,5"
117820		"35,5"	"35,5"	"39,5"
117821		6	"7,5"	39
117822		23	11	38
117823		45	"30,5"	"1,4"
117824		"45,5"	32	"4,7"
117825		29	25	25
117826		"28,5"	60	27
117827		29	5	"25,3"
117828		25	"19,2"	"12,5"
117829		"10,1"	"4,4"	25
117830		120	80	"81,2"
117831		39	36	20
117832		"17,5"	"17,5"	"7,5"
117833		16	"14,5"	"3,2"
117834		"23,1"	10	"0,6"
117835		25	11	"10,5"
117836		44	33	"15,5"
117837		"65,6"	23	"2,7"
117838		15	8	"1,5"
117839		47	55	"63,5"
117840		"1,3"	"3,5"	106
117841		"16,5"	"36,2"	"6,5"
117842		62	34	"13,3"
117843		120	110	"80,5"
117844		"60,8"	"33,4"	"9,8"
117845		"5,7"	"11,3"	"17,4"
117846		120	"0,8"	"0,8"
117847		1	"17,5"	23
117848		5	"17,5"	23
117849		"26,8"	"11,7"	12
117850		"10,5"	25	"1,9"
117851		"7,5"	30	"3,3"
117852		120	107	54
117853		24	32	16
117854		38	21	"113,5"
117855		120	80	59
117856		"35,2"	"22,4"	"6,4"
117857		"43,5"	14	12
117858		"42,1"	"1,4"	2
117859		116	100	80
117860		"60,5"	"32,8"	"54,2"
117861		120	"96,5"	"123,7"
117862		120	80	55
117863		"30,5"	"22,5"	"5,8"
117864		27	"1,3"	"4,9"
117865		"28,9"	"22,9"	4
117866		38	"7,5"	"27,5"
117867		"11,5"	8	"11,5"
117868		54	"20,5"	25
117869		"18,8"	"11,8"	"10,5"
117870		"17,1"	"1,2"	"0,6"
117871		40	60	"154,3"
117872		120	107	"47,2"
117873		"31,5"	21	31
117874		80	120	"89,2"
117875		"78,8"	"30,8"	"2,2"
117876		"186,7"	"3,2"	"3,6"
117877		"186,2"	1	"3,2"
117878		"186,7"	"107,5"	28
117879		"3,5"	"3,5"	17
117880		"91,6"	"31,5"	"5,1"
117881		120	80	179
117882		120	80	178
117883		41	32	"54,5"
117884		15	11	30
117885		35	"32,5"	"31,5"
117886		"7,8"	"4,5"	"13,7"
117887		38	"28,5"	19
117888		"121,2"	"30,5"	"1,4"
117889		125	80	"80,7"
117890		"122,2"	"31,6"	"6,5"
117891		1	"6,8"	"36,2"
117892		16	15	10
117893		"31,5"	"30,5"	"17,5"
117894		"8,5"	"17,4"	"20,5"
117895		"19,7"	"2,9"	"2,9"
117896		61	44	9
117897		62	45	18
117898		123	80	102
117899		"16,5"	21	"20,6"
117900		"51,7"	"21,2"	"10,1"
117901		120	107	87
117902		48	"2,5"	"2,5"
117903		9	"3,7"	27
117904		120	107	81
117905		"38,5"	29	"15,8"
117906		"34,5"	26	"13,4"
117907		11	11	15
117908		50	4	2
117909		30	"26,4"	"10,6"
117910		"26,7"	70	4
117911		60	"5,1"	"5,1"
117912		"44,3"	"12,3"	4
117913		46	"15,2"	8
117914		26	26	"25,4"
117915		"22,2"	"22,2"	"3,3"
117916		19	"16,5"	"5,7"
117917		"15,5"	11	"6,5"
117918		"62,3"	"34,5"	"13,5"
117919		13	25	70
117920		120	80	"156,1"
117921		"30,8"	14	"3,5"
117922		"8,2"	10	24
117923		"48,5"	20	11
117924		120	80	195
117925		78	38	36
117926		"49,5"	"35,5"	"47,5"
117927		48	45	"11,1"
117928		"15,5"	"7,5"	2
117929		"44,5"	"44,5"	89
117930		27	"24,4"	12
117931		"48,1"	38	"26,1"
117932		53	"27,5"	"56,5"
117933		26	"10,5"	"25,5"
117934		120	80	"86,4"
117935		22	"18,5"	25
117936		"19,7"	"16,5"	"3,5"
117937		85	76	50
117938		31	"33,5"	49
117939		"36,5"	"13,5"	10
117940		"4,6"	"7,6"	"16,1"
117941		"28,9"	"8,9"	"15,5"
117942		"130,9"	5	3
117943		"131,8"	"15,5"	"7,2"
117944		39	"6,5"	"6,5"
117945		39	29	18
117946		"15,5"	11	"42,5"
117947		"32,5"	23	"40,5"
117948		24	"7,5"	"3,5"
117949		31	26	"3,5"
117950		"60,2"	"33,5"	"55,3"
117951		120	94	"125,8"
117952		"41,7"	"4,7"	6
117953		43	"27,8"	"8,3"
117954		"21,5"	"21,5"	30
117955		44	7	7
117956		"48,8"	"28,8"	18
117957		5	"1,6"	"36,5"
117958		12	"36,5"	8
117959		"5,2"	"1,5"	"22,7"
117960		18	"24,5"	"7,7"
117961		"1,6"	"16,7"	"9,5"
117962		"18,2"	"22,5"	"19,2"
117963		"9,8"	"9,8"	"4,8"
117964		12	"10,7"	"11,2"
117965		32	22	"12,5"
117966		"19,5"	"3,7"	"30,5"
117967		37	30	6
117968		"41,7"	"4,7"	"3,6"
117969		43	29	9
117970		120	107	70
117971		"13,1"	"2,3"	"2,8"
117972		"28,2"	"26,2"	"1,2"
117973		31	29	"7,1"
117974		"1,4"	"3,6"	"22,2"
117975		"32,7"	"22,8"	"3,6"
117976		47	19	22
117977		"2,2"	"2,2"	34
117978		"4,4"	"4,4"	"25,5"
117979		"22,7"	26	"6,6"
117980		"7,5"	3	30
117981		"30,5"	30	"6,5"
117982		40	60	"39,9"
117983		10	3	30
117984		32	37	"8,5"
117985		"61,5"	37	"23,5"
117986		40	30	"23,5"
117987		30	20	"28,5"
117988		"33,8"	"9,4"	3
117989		"35,5"	"14,5"	"7,5"
117990		52	45	41
117991		11	17	17
117992		35	63	18
117993		120	"8,9"	"8,9"
117994		27	17	"2,6"
117995		27	17	9
117996		"29,5"	"29,5"	38
117997		"20,6"	6	2
117998		"28,3"	8	"8,9"
117999		115	80	98
118000		"42,7"	"32,7"	"18,5"
118001		45	34	28
118002		120	92	85
118003		"20,5"	34	41
118004		58	34	42
118005		18	6	"33,5"
118006		19	"7,5"	4
118007		"20,6"	16	"7,8"
118008		21	"6,3"	2
118009		"4,8"	"4,8"	23
118010		"16,1"	11	"23,5"
118011		120	80	156
118012		14	"9,2"	"5,8"
118013		"18,4"	"14,4"	"7,2"
118014		21	17	"89,5"
118015		"26,5"	"26,5"	"2,2"
118016		28	10	"24,5"
118017		8	"34,5"	"35,5"
118018		39	27	"18,5"
118019		"34,5"	"21,7"	"12,5"
118020		"27,3"	"26,5"	"15,7"
118021		120	107	30
118022		16	16	27
118023		50	34	29
118024		94	1	"3,2"
118025		120	"80,5"	32
118026		"94,5"	"3,2"	"3,6"
118027		"4,1"	"2,6"	"7,3"
118028		"13,5"	"8,9"	"8,3"
118029		25	"34,5"	7
118030		25	"10,7"	1
118031		25	"10,7"	"12,3"
118032		43	26	37
118033		"2,5"	"6,5"	"18,5"
118034		22	"7,5"	15
118035		"31,7"	"15,4"	"24,7"
118036		"29,8"	11	"0,9"
118037		"13,5"	10	23
118038		224	21	10
118039		224	117	82
118040		"23,4"	9	"1,5"
118041		28	"25,5"	4
118042		5	5	24
118043		33	11	25
118044		"8,3"	"8,3"	"16,3"
118045		34	26	17
118046		"18,5"	"18,5"	"15,4"
118047		120	80	"94,4"
118048		120	107	"32,5"
118049		24	10	"2,5"
118050		17	"6,5"	"1,4"
118051		38	19	14
118052		"17,5"	"12,5"	"1,5"
118053		"23,5"	"13,5"	11
118054		80	52	43
118055		23	12	9
118056		23	8	5
118057		10	"0,4"	11
118058		11	10	3
118059		17	9	"0,5"
118060		"21,5"	"20,5"	3
118061		"183,5"	27	22
118062		"17,5"	12	5
118063		"29,8"	11	1
118064		90	"12,5"	5
118065		102	"20,5"	10
118066		115	"85,5"	104
118067		3	15	"11,8"
118068		"13,8"	"6,5"	"2,8"
118069		10	9	5
118070		"3,5"	"6,5"	18
118071		"17,5"	"6,5"	18
118072		17	9	"3,5"
118073		"29,5"	21	4
118074		"13,8"	"6,5"	"2,4"
118075		33	13	4
118076		"20,2"	11	"4,5"
118077		33	30	"3,5"
118078		12	21	20
118079		60	21	20
118080		"11,3"	"11,3"	"17,8"
118081		12	"5,5"	"5,5"
118082		19	17	"4,5"
118083		167	13	12
118084		169	"17,5"	"16,5"
118085		190	80	112
118086		"6,5"	11	32
118087		"28,8"	23	"31,5"
118088		11	58	74
118089		8	"0,9"	"0,9"
118090		30	"16,5"	"13,1"
118091		"58,1"	"37,1"	"29,9"
118092		120	80	"108,6"
118093		"1,8"	"10,8"	"18,4"
118094		"15,2"	"13,3"	"19,1"
118095		"19,4"	"17,9"	68
118096		"22,3"	"22,3"	"4,2"
118097		24	"23,5"	"22,5"
118098		"11,5"	"9,7"	35
118099		37	33	18
118100		28	26	20
118101		"27,5"	"25,3"	"1,3"
118102		"8,5"	28	8
118103		"25,5"	"4,5"	1
118104		"21,5"	"30,5"	20
118105		23	"32,5"	42
118106		10	"14,5"	18
118107		35	20	"0,5"
118108		"63,5"	25	"45,5"
118109		62	44	3
118110		"22,5"	25	40
118111		23	13	"9,7"
118112		2	"8,4"	"11,2"
118113		"18,3"	11	"9,4"
118114		"10,5"	"10,5"	"13,3"
118115		"6,5"	8	8
118116		27	49	23
118117		92	76	63
118118		34	"11,5"	9
118119		35	23	54
118120		34	"11,5"	"1,5"
118121		"6,5"	44	44
118122		"13,8"	"8,6"	"5,6"
118123		27	12	"4,1"
118124		59	"24,5"	"4,1"
118125		20	17	30
118126		31	22	29
118127		"5,5"	9	27
118128		"14,6"	"9,9"	"2,1"
118129		23	"14,8"	"7,6"
118130		"13,8"	"6,5"	"0,5"
118131		17	12	"1,5"
118132		"21,2"	"17,2"	"31,3"
118133		120	80	"150,6"
118134		"40,5"	"17,1"	12
118135		"35,5"	"12,1"	4
118136		64	44	28
118137		17	"6,5"	2
118138		19	21	"3,5"
118139		"127,6"	"50,5"	5
118140		124	80	"149,1"
118141		26	22	"4,5"
118142		17	9	"3,7"
118143		"22,5"	30	47
118144		123	80	106
118145		58	"42,7"	"8,5"
118146		61	44	18
118147		50	"31,5"	"27,5"
118148		27	24	"15,5"
118149		3	"20,5"	15
118150		"29,8"	11	"5,5"
118151		32	34	6
118152		6	"11,2"	"11,2"
118153		"18,5"	"17,5"	"2,5"
118154		25	20	2
118155		32	27	4
118156		"17,5"	"12,5"	4
118157		18	"14,5"	13
118158		4	"6,5"	107
118159		34	78	51
118160		30	26	4
118161		32	26	"4,5"
118162		"23,5"	"13,5"	12
118163		100	55	58
118164		120	80	"214,8"
118165		17	"6,5"	"0,8"
118166		18	11	2
118167		37	"26,5"	16
118168		"17,5"	11	"11,5"
118169		6	"4,5"	16
118170		15	15	"6,5"
118171		17	9	"1,4"
118172		"44,5"	"19,5"	35
118173		19	4	"44,5"
118174		10	"13,2"	"17,4"
118175		2	"13,2"	"17,4"
118176		"4,5"	"4,5"	19
118177		"22,5"	18	24
118178		120	80	154
118179		"6,4"	6	"4,3"
118180		"28,5"	25	25
118181		5	21	74
118182		9	"19,5"	84
118183		166	"39,3"	18
118184		164	"37,3"	"8,5"
118185		180	"78,6"	108
118186		16	16	30
118187		"61,5"	20	"18,5"
118188		35	23	30
118189		"96,5"	48	"117,5"
118190		"3,5"	"17,5"	15
118191		"17,5"	"17,5"	15
118192		"35,9"	"35,1"	"13,9"
118193		19	19	"2,5"
118194		17	"6,5"	1
118195		40	26	26
118196		13	"6,6"	"24,5"
118197		41	30	"28,5"
118198		"25,5"	14	13
118199		2	9	"15,5"
118200		10	9	"15,5"
118201		6	15	17
118202		30	15	17
118203		"13,8"	"6,5"	"0,7"
118204		16	12	"1,5"
118205		24	20	4
118206		18	14	"11,5"
118207		26	27	23
118208		"20,5"	12	12
118209		"31,5"	"24,5"	24
118210		"21,8"	"53,5"	"21,2"
118211		22	53	6
118212		5	"7,5"	59
118213		30	6	6
118214		31	"30,5"	"6,5"
118215		"17,5"	"12,5"	3
118216		"23,5"	13	"11,5"
118217		"220,8"	"17,5"	10
118218		"220,8"	105	89
118219		"57,5"	"16,8"	12
118220		17	"6,5"	"1,5"
118221		"23,5"	"19,5"	2
118222		"13,8"	"6,5"	2
118223		23	13	"10,5"
118224		"2,9"	11	17
118225		"20,5"	13	17
118226		40	29	3
118227		42	30	38
118228		29	25	"2,5"
118229		49	27	26
118230		"42,6"	9	"1,4"
118231		"52,5"	46	40
118232		65	23	26
118233		"4,5"	12	"14,5"
118234		13	"21,5"	12
118235		"22,5"	"12,5"	9
118236		"1,5"	"0,8"	17
118237		34	14	"4,1"
118238		9	"6,2"	4
118239		"3,8"	11	"7,5"
118240		"18,5"	23	"12,5"
118241		9	3	"56,5"
118242		3	32	"56,5"
118243		34	"25,5"	"27,5"
118244		25	22	"2,5"
118245		17	9	"1,8"
118246		28	20	"3,5"
118247		20	20	4
118248		40	2	18
118249		40	20	"9,5"
118250		"1,2"	"17,5"	17
118251		6	"17,5"	17
118252		5	9	15
118253		25	9	15
118254		22	25	"11,5"
118255		"8,5"	"8,5"	"25,3"
118256		26	"34,5"	28
118257		"220,8"	116	89
118258		"220,8"	"22,6"	10
118259		16	16	"13,8"
118260		9	"28,5"	3
118261		"29,5"	"29,5"	"6,5"
118262		120	15	15
118263		"2,5"	"6,5"	"12,8"
118264		"26,6"	"7,7"	"14,6"
118265		"119,7"	"0,5"	16
118266		"3,2"	"4,6"	"8,8"
118267		120	107	"33,7"
118268		"31,7"	"27,6"	"17,4"
118269		"7,8"	"1,2"	17
118270		9	19	"27,5"
118271		"21,2"	"17,2"	29
118272		120	80	"141,8"
118273		24	23	"1,5"
118274		"25,5"	23	"19,5"
118275		"2,7"	"12,1"	"33,1"
118276		"22,3"	34	"8,3"
118277		47	"33,5"	26
118278		14	"1,7"	26
118279		120	107	"90,6"
118280		"47,5"	"16,2"	11
118281		"20,2"	9	"1,5"
118282		"29,5"	21	"3,5"
118283		"73,2"	23	"2,7"
118284		"43,8"	"2,2"	14
118285		120	107	"75,5"
118286		"46,5"	"21,6"	"19,8"
118287		120	107	"61,5"
118288		33	27	"16,5"
118289		10	3	17
118290		182	41	"6,5"
118291		180	40	2
118292		"183,3"	124	"91,3"
118293		"5,5"	"54,3"	"64,3"
118294		3	13	"25,6"
118295		"16,2"	"25,7"	14
118296		54	"32,5"	"29,5"
118297		17	"6,5"	"1,2"
118298		17	"6,5"	12
118299		"10,3"	"8,4"	"18,6"
118300		"22,4"	26	"16,8"
118301		120	107	"58,5"
118302		"44,2"	"1,5"	"38,2"
118303		"46,5"	40	"10,5"
118304		"33,5"	14	12
118305		9	"15,5"	"1,5"
118306		46	16	26
118307		"13,8"	"6,5"	"1,1"
118308		33	"14,1"	32
118309		44	"40,5"	39
118310		"19,8"	"16,2"	"7,2"
118311		38	7	5
118312		44	35	"6,5"
118313		"13,6"	"8,8"	"5,8"
118314		21	20	"2,5"
118315		32	25	13
118316		30	"26,5"	3
118317		31	"29,5"	"17,5"
118318		1	"1,6"	200
118319		201	8	"4,4"
118320		"32,4"	"15,2"	16
118321		23	"15,2"	"5,3"
118322		5	4	39
118323		"11,5"	39	8
118324		12	22	26
118325		"53,5"	"45,5"	26
118326		120	80	"139,5"
118327		35	47	"38,5"
118328		20	18	37
118329		5	9	14
118330		5	"24,8"	18
118331		25	"24,8"	18
118332		17	9	"2,5"
118333		20	17	"4,5"
118334		5	5	100
118335		"10,3"	100	100
118336		"2,1"	5	"49,4"
118337		"23,5"	16	"93,5"
118338		"13,8"	"6,5"	"1,5"
118339		"19,5"	20	"3,5"
118340		35	25	35
118341		23	16	"1,5"
118342		17	"6,5"	"0,6"
118343		"5,5"	"23,5"	"9,8"
118344		"2,5"	2	23
118345		44	34	"5,5"
118346		42	"5,5"	"0,3"
118347		12	"7,5"	35
118348		"7,5"	34	35
118349		53	"32,5"	"35,5"
118350		30	7	"9,7"
118351		"1,6"	"0,3"	"0,2"
118352		"16,5"	10	6
118353		2	13	20
118354		10	13	20
118355		18	28	"28,5"
118356		60	38	60
118357		87	"18,5"	"10,5"
118358		89	38	22
118359		"34,5"	"26,2"	28
118360		"4,7"	"8,7"	18
118361		"49,5"	22	22
118362		21	"5,5"	"1,5"
118363		28	"21,5"	4
118364		"24,5"	32	4
118365		35	30	8
118366		"5,5"	"5,5"	23
118367		30	23	5
118368		202	9	6
118369		"1,1"	3	200
118370		1	9	15
118371		"9,5"	15	4
118372		"22,5"	13	15
118373		105	29	"25,5"
118374		"39,5"	"30,5"	14
118375		4	11	30
118376		4	9	6
118377		20	9	13
118378		"13,8"	"6,5"	1
118379		16	"9,5"	3
118380		13	12	4
118381		32	21	"3,5"
118382		"0,7"	2	"1,8"
118383		56	35	13
118384		93	13	15
118385		"0,5"	"6,5"	17
118386		5	"6,5"	17
118387		"7,1"	20	31
118388		21	31	31
118389		"0,4"	"6,5"	12
118390		"5,4"	"23,5"	"7,5"
118391		"2,5"	"1,7"	"23,5"
118392		"14,5"	19	6
118393		12	"6,5"	"1,5"
118394		39	6	6
118395		25	18	"2,5"
118396		17	"6,5"	"1,7"
118397		29	20	14
118398		"29,8"	11	2
118399		38	27	7
118400		40	77	34
118401		"46,5"	"15,9"	"3,9"
118402		"2,5"	"1,1"	27
118403		"7,3"	"27,5"	"4,7"
118404		4	11	14
118405		20	11	14
118406		20	"28,5"	"1,5"
118407		"23,4"	11	1
118408		"4,5"	4	18
118409		"14,2"	"3,5"	"28,8"
118410		"20,5"	29	16
118411		180	75	6
118412		"3,5"	9	14
118413		"17,5"	9	14
118414		22	22	"3,6"
118415		40	60	"208,3"
118416		40	60	"69,4"
118417		"8,5"	"8,5"	"20,5"
118418		"7,5"	"1,5"	"22,5"
118419		"20,6"	"24,4"	"7,5"
118420		"2,5"	"17,5"	22
118421		"12,5"	"17,5"	22
118422		"7,5"	"6,5"	"12,5"
118423		"5,5"	15	22
118424		"27,5"	15	22
118425		23	4	4
118426		"38,5"	20	7
118427		3	11	15
118428		15	11	15
118429		16	13	1
118430		21	16	3
118431		37	23	11
118432		16	16	"9,5"
118433		33	50	"9,5"
118434		8	8	250
118435		34	26	"27,1"
118436		"7,5"	78	31
118437		76	14	"8,5"
118438		24	13	"5,5"
118439		9	9	"11,2"
118440		"7,5"	23	23
118441		"3,5"	"1,5"	20
118442		32	22	12
118443		"12,5"	9	14
118444		"15,5"	15	6
118445		"6,5"	"5,5"	"6,5"
118446		"13,8"	"6,5"	"2,5"
118447		15	"12,2"	9
118448		"17,5"	"11,5"	5
118449		9	33	"39,5"
118450		"11,5"	"21,5"	7
118451		22	11	4
118452		"29,8"	9	"0,3"
118453		10	2	37
118454		41	"13,7"	"10,6"
118455		14	"7,5"	"33,5"
118456		"14,5"	"14,5"	6
118457		32	16	32
118458		39	26	14
118459		"44,5"	"17,5"	"33,5"
118460		"45,5"	"38,5"	"37,5"
118461		34	25	"4,5"
118462		19	11	2
118463		12	12	"0,2"
118464		"12,2"	"12,2"	2
118465		"7,5"	17	"24,8"
118466		25	"13,5"	14
118467		"0,5"	11	18
118468		"2,5"	11	18
118469		5	"13,2"	"13,2"
118470		58	"42,7"	"28,5"
118471		61	44	39
118472		3	10	24
118473		"25,5"	"25,5"	"5,5"
118474		14	24	119
118475		6	11	117
118476		21	10	"7,5"
118477		50	27	6
118478		35	60	26
118479		20	"6,5"	40
118480		"12,5"	"21,5"	23
118481		"40,5"	29	30
118482		4	5	30
118483		"0,7"	"7,3"	19
118484		34	26	19
118485		"37,5"	29	7
118486		"42,9"	"38,2"	"30,6"
118487		"42,5"	33	16
118488		"75,5"	"67,2"	"44,5"
118489		25	"24,5"	"29,7"
118490		"3,5"	"5,8"	29
118491		22	"16,5"	24
118492		"10,5"	"10,5"	"5,5"
118493		20	8	41
118494		"34,5"	60	35
118495		"6,7"	"6,8"	40
118496		"11,3"	21	40
118497		10	9	13
118498		"48,8"	"28,8"	20
118499		44	"7,5"	"7,5"
118500		75	"9,7"	"9,7"
118501		"4,5"	12	"15,7"
118502		"8,5"	"8,5"	"10,5"
118503		"39,5"	32	14
118504		1	"6,6"	12
118505		5	"6,6"	12
118506		36	"38,5"	"55,5"
118507		15	11	11
118508		"7,5"	"6,5"	14
118509		183	"29,3"	"28,7"
118510		"4,2"	5	26
118511		25	23	31
118512		"10,6"	"10,6"	5
118513		"10,6"	"10,6"	30
118514		39	9	9
118515		10	11	20
118516		"28,5"	"12,5"	18
118517		"3,2"	"11,2"	27
118518		8	8	30
118519		"25,5"	"34,2"	"31,5"
118520		6	"12,6"	"27,5"
118521		"8,3"	"28,5"	8
118522		5	1	"27,4"
118523		"5,5"	"5,5"	100
118524		"32,5"	"43,5"	10
118525		33	44	35
118526		"7,1"	16	"27,5"
118527		4	25	19
118528		"39,8"	10	"16,8"
118529		"2,5"	10	"43,5"
118530		"1,5"	"6,5"	16
118531		"7,5"	"6,5"	16
118532		14	30	8
118533		16	33	"30,5"
118534		"1,2"	"15,8"	"17,2"
118535		"32,5"	"27,2"	"31,5"
118536		"48,5"	"38,5"	"6,2"
118537		"7,5"	6	15
118538		25	13	12
118539		"8,7"	"0,5"	"11,9"
118540		6	"12,5"	"10,5"
118541		"39,9"	12	"31,5"
118542		120	80	"78,1"
118543		120	80	74
118544		57	"1,3"	"14,9"
118545		4	"17,5"	24
118546		20	"17,5"	24
118547		42	24	27
118548		5	"1,7"	24
118549		"8,8"	25	"8,5"
118550		"32,5"	"32,5"	6
118551		26	4	"29,5"
118552		62	30	58
118553		"29,5"	13	"26,5"
118554		"28,5"	12	3
118555		12	25	10
118556		7	"1,7"	"24,5"
118557		"7,1"	"2,5"	"51,5"
118558		121	80	"55,7"
118559		"52,7"	"13,8"	"7,5"
118560		21	"25,5"	4
118561		55	28	23
118562		17	"4,2"	"4,2"
118563		25	33	7
118564		38	"39,5"	78
118565		"4,5"	15	18
118566		"22,5"	15	18
118567		"7,3"	"1,8"	"24,5"
118568		"12,3"	"25,5"	"10,3"
118569		6	21	70
118570		23	45	65
118571		"21,5"	"21,5"	62
118572		"0,3"	"9,5"	25
118573		7	"9,5"	25
118574		"14,5"	"11,5"	"11,5"
118575		56	"55,7"	"12,3"
118576		8	"53,5"	"53,5"
118577		"37,5"	39	86
118578		17	"6,5"	"0,7"
118579		23	21	4
118580		73	22	22
118581		120	80	"113,5"
118582		12	"5,5"	8
118583		38	42	"76,5"
118584		15	"5,5"	33
118585		100	"11,4"	"11,4"
118586		6	13	"27,5"
118587		"6,5"	9	8
118588		24	17	22
118589		"23,4"	9	"1,4"
118590		"26,5"	25	"4,5"
118591		5	15	"6,5"
118592		"0,7"	"4,7"	14
118593		47	47	"62,5"
118594		25	25	"0,1"
118595		"4,5"	11	13
118596		"22,5"	11	13
118597		"6,5"	"6,5"	12
118598		"17,8"	"28,1"	"25,1"
118599		"16,2"	"5,2"	"23,1"
118600		"25,2"	"56,5"	22
118601		80	120	169
118602		"25,5"	"15,5"	"164,5"
118603		"3,4"	17	"161,5"
118604		39	"13,5"	20
118605		36	12	4
118606		21	25	4
118607		"13,8"	"8,8"	5
118608		61	29	58
118609		"28,5"	"12,5"	"26,5"
118610		"27,5"	"11,5"	3
118611		"22,5"	"20,2"	"5,7"
118612		120	80	"48,6"
118613		17	"1,3"	"4,9"
118614		10	"2,2"	"14,1"
118615		25	"21,2"	"17,1"
118616		"20,3"	"15,1"	"11,6"
118617		43	45	12
118618		16	9	2
118619		23	14	"2,5"
118620		17	11	"0,3"
118621		"6,8"	"6,8"	101
118622		51	37	102
118623		17	"6,5"	"0,3"
118624		5	"1,5"	23
118625		"9,5"	"23,5"	9
118626		17	"6,5"	"0,9"
118627		41	26	13
118628		15	11	2
118629		13	13	4
118630		"3,5"	"12,5"	15
118631		"39,5"	22	11
118632		"39,5"	22	20
118633		"39,5"	"29,5"	"31,5"
118634		41	31	68
118635		2	15	28
118636		10	15	28
118637		"19,5"	11	5
118638		40	15	"23,5"
118639		22	"20,5"	"17,5"
118640		37	33	23
118641		"60,8"	"53,9"	"54,7"
118642		120	107	"123,5"
118643		64	64	"7,5"
118644		70	51	"31,5"
118645		"28,5"	"9,6"	"3,5"
118646		"30,5"	"20,5"	"6,8"
118647		"19,5"	"8,6"	"2,8"
118648		20	"15,2"	"9,3"
118649		70	11	7
118650		"72,5"	26	"47,5"
118651		10	"2,5"	17
118652		120	108	28
118653		"11,4"	7	7
118654		"41,8"	19	"21,4"
118655		"20,1"	"2,1"	"23,2"
118656		120	107	"123,4"
118657		"37,5"	"27,5"	15
118658		20	14	3
118659		"14,5"	"5,5"	"7,5"
118660		17	9	"0,2"
118661		136	"108,5"	78
118662		"91,5"	"41,5"	"4,7"
118663		"90,2"	"40,5"	"1,4"
118664		40	"19,5"	8
118665		3	"6,8"	"17,8"
118666		61	31	51
118667		"29,5"	12	29
118668		91	125	117
118669		15	"9,7"	"9,7"
118670		39	"37,5"	73
118671		"100,1"	"76,2"	52
118672		"11,5"	9	15
118673		63	42	38
118674		"14,1"	"5,2"	"0,9"
118675		"15,4"	"10,4"	"6,3"
118676		27	28	30
118677		25	12	5
118678		"4,3"	"4,3"	22
118679		"15,5"	13	"10,5"
118680		2	6	"11,4"
118681		32	23	"11,5"
118682		10	"8,5"	15
118683		"7,5"	"13,7"	1
118684		"31,5"	29	21
118685		120	107	89
118686		22	10	"5,5"
118687		33	"25,1"	33
118688		29	"19,8"	"4,2"
118689		47	"22,8"	22
118690		44	"6,5"	"6,5"
118691		9	"15,5"	"3,5"
118692		"38,5"	14	20
118693		"37,5"	12	4
118694		156	81	"28,5"
118695		49	"37,5"	"31,5"
118696		48	"15,5"	"15,5"
118697		29	21	17
118698		16	26	3
118699		"43,7"	17	"10,7"
118700		17	9	25
118701		17	9	5
118702		39	28	"19,5"
118703		31	"18,5"	"49,5"
118704		"15,1"	"5,8"	50
118705		"61,5"	"59,5"	"14,5"
118706		"5,5"	18	"22,4"
118707		38	27	26
118708		"5,5"	"5,5"	3
118709		"29,5"	20	15
118710		22	22	6
118711		29	"14,5"	2
118712		2	20	"26,5"
118713		10	20	"26,5"
118714		"27,5"	"27,5"	30
118715		30	12	3
118716		"4,5"	20	9
118717		"24,2"	"2,9"	"2,3"
118718		80	60	74
118719		63	23	33
118720		15	"15,5"	"6,5"
118721		17	9	1
118722		"3,5"	8	"22,5"
118723		24	10	"21,2"
118724		"16,7"	9	"2,2"
118725		17	"21,5"	7
118726		9	"1,5"	21
118727		"15,5"	"12,5"	"7,5"
118728		"13,5"	9	"13,5"
118729		"23,1"	11	"3,9"
118730		17	"21,5"	"7,5"
118731		"23,4"	"6,5"	"22,5"
118732		"23,4"	"6,5"	"4,5"
118733		4	24	44
